"ID";"word";"word_url";"Translation";"POS";"Phonetic_Transcription";"Meaning";"Phrase";"Translation_Phrase";"Example";"Example_Phrase";"sPhrase";"sExample";"Image";"Credits";"Tags"
"wipe_the_smilegrin_off_somebodys_face__01__expression";"wipe the smile/grin off somebody’s face";"wipe-the-smile-grin-off-somebody-s-face";"tirar o sorriso do rosto de alguém";"expression";"/waɪp ðə smile/grin* ɔf somebody’s* feɪs/";"expression
To make someone feel less happy or confident, especially someone who is annoying because they think they are clever.";"Tell him how much it’ll cost – that should wipe the smile off his face!";"Diga a ele quanto vai custar - isso deve tirar o sorriso do rosto dele!";"I'd like to wipe that stupid grin off your face.";"Eu gostaria de limpar esse sorriso estúpido do seu rosto.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"the_deaf__01__expression";"the deaf";"the-deaf";"os surdos";"expression";"/ðə dɛf/";"expression
[plural] People who are deaf.";"A school for the deaf";"Uma escola para surdos";"a school for the deaf";"uma escola para surdos";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression plural"
"in_a__fashion__01__expression";"in a ... fashion";"in-a-fashion";"de maneira ";"expression";"/ɪn ə  ˈfæʃən/";"expression
In a particular way.";"Please leave the building in an orderly fashion.";"Por favor, deixe o prédio de forma ordenada.";"Please leave the building in an orderly fashion.";"Por favor, deixe o prédio de forma ordenada.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"let_something__loose__01__expression";"let (something ?) loose";"let-something-loose";"soltar-se";"expression";"/lɛt (ˈsəmθɪŋ  lus/";"expression
To speak or behave in an uncontrolled way.";"She let loose a string of four-letter words.";"Ela soltou uma série de palavras de quatro letras.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"ego_trip__01__noun";"ego trip";"ego-trip";"viagem de ego";"noun";"/ˈigoʊ trɪp/";"noun  [countable]
If someone is on an ego trip, they think that what they do makes them more important than other people – used to show disapproval.";"Their singer’s on a real ego trip.";"O cantor deles está em uma verdadeira viagem de ego.";"My aggressive five-year ego trip along the path of separatism was over.";"Minha agressiva viagem de ego de cinco anos ao longo do caminho do separatismo acabou.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"guilt_trip__01__verb";"to guilt trip";"guilt-trip";"fazer alguém se sentir culpado";"verb";"/gɪlt trɪp/";"verb  [transitive]
To make someone feel guilty.";"My mother tried to guilt-trip me by crying.";"Minha mãe tentou me culpar chorando.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"roundtrip__01__noun";"round-trip";"round-trip";"ida e volta";"noun";"/round-trip*/";"noun  [countable]
A journey to a place and back again.";"A round-trip ticket from los angeles to new york";"Um bilhete de ida e volta de Los Angeles para Nova York";"A coachload of supporters made the 700-mile round trip to south devon.";"Uma carruagem cheia de torcedores fez a viagem de ida e volta de 700 milhas até South Devon.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"roundtrip__02__adjective";"round-trip";"round-trip";"ida e volta";"adjective";"/round-trip*/";"adjective  [only before noun]
A round-trip ticket includes the journey to a place and back again. (SYN return British English)
— [adverb] round trip";"I booked a last-minute round-trip flight to Paris for the weekend and managed to explore the Louvre and indulge in delicious pastries before a whirlwind return journey home.";"Reservei um voo de ida e volta de última hora para Paris no fim de semana e consegui explorar o Louvre e me deliciar com deliciosos doces antes de uma viagem turbulenta de volta para casa.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English adjective only before noun"
"trip_up__01__phrasal_verb";"to trip up";"trip-up";"tropeçar";"phrasal verb";"/trɪp əp/";"phrasal verb
To make a mistake, or to force someone to make a mistake by tricking them.";"On his latest album, kowalski trips up attempting more modern songs.";"Em seu último álbum, Kowalski tropeça tentando canções mais modernas.";"On his latest album, kowalski trips up attempting more modern songs.";"Em seu último álbum, Kowalski tropeça tentando canções mais modernas.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English phrasal verb"
"trip_up__02__phrasal_verb";"to trip up";"trip-up";"tropeçar";"phrasal verb";"/trɪp əp/";"phrasal verb
To hit something with your foot so that you fall, or to make someone do this.";"He chased the thief, tripped him up, and grabbed the camera.";"Ele perseguiu o ladrão, deu uma rasteira nele e pegou a câmera.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English phrasal verb"
"trip_off_the_tongue__01__expression";"trip off the tongue";"trip-off-the-tongue";"rolar na língua";"expression";"/trɪp ɔf ðə təŋ/";"expression
To be easy to say or pronounce.";"Monofluorophosphate! it doesn’t exactly trip off the tongue, does it?";"Monofluorfosfato! não sai exatamente da língua, não é?";"A name which trips off the tongue.";"Um nome que sai da boca.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"trip_the_light_fantastic__01__expression";"trip the light fantastic";"trip-the-light-fantastic";"";"expression";"/trɪp ðə laɪt fænˈtæstɪk/";"expression
To dance – used humorously.";"Among their routines as they trip the light fantastic at the Dolphin Centre in Darlington are the old time and modern dances.";"Entre suas rotinas enquanto viajam pela luz fantástica no Dolphin Center em Darlington estão os velhos tempos e as danças modernas.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"Xrated__01__adjective";"X-rated";"x-rated";"X-rated";"adjective";" /ˈeks ˌreɪtɪd/";"adjective
An x-rated film is one that people under 18 are not allowed to see because it includes sex or violence.";"My fellow schoolboys vied with one another for admission to the cinema, so that they could witness X-rated films.";"Meus colegas de escola competiam entre si para serem admitidos no cinema, para que pudessem assistir a filmes pornográficos.";"My fellow schoolboys vied with one another for admission to the cinema, so that they could witness X-rated films.";"Meus colegas de escola competiam entre si para serem admitidos no cinema, para que pudessem assistir a filmes pornográficos.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English adjective"
